doc_id,text,cleaned_text,tokens,token_count,label
1213,"Elcoteq 's Electronics Manufacturing Services ( EMS ) Business Segment serves customers globally in Engineering , Manufacturing and Fulfillment services .",elcoteq s electronics manufacturing services ems business segment serves customers globally in engineering manufacturing and fulfillment services,"['elcoteq', 's', 'electronics', 'manufacturing', 'services', 'ems', 'business', 'segment', 'serves', 'customers', 'globally', 'in', 'engineering', 'manufacturing', 'and', 'fulfillment', 'services']",17,neutral
1214,"Elisa Corporation , headquartered in Helsinki , is a Finnish telecomms company offering private and corporate customers a comprehensive range of telecomms services .",elisa corporation headquartered in helsinki is a finnish telecomms company offering private and corporate customers a comprehensive range of telecomms services,"['elisa', 'corporation', 'headquartered', 'in', 'helsinki', 'is', 'a', 'finnish', 'telecomms', 'company', 'offering', 'private', 'and', 'corporate', 'customers', 'a', 'comprehensive', 'range', 'of', 'telecomms', 'services']",21,neutral
1215,"Employees are also better prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ''",employees are also better prepared to answer calls since they already have detailed information about the caller before they answer the phone,"['employees', 'are', 'also', 'better', 'prepared', 'to', 'answer', 'calls', 'since', 'they', 'already', 'have', 'detailed', 'information', 'about', 'the', 'caller', 'before', 'they', 'answer', 'the', 'phone']",22,positive
1216,"Entire paper mills may be set up , especially in the new EU member states .",entire paper mills may be set up especially in the new eu member states,"['entire', 'paper', 'mills', 'may', 'be', 'set', 'up', 'especially', 'in', 'the', 'new', 'eu', 'member', 'states']",14,neutral
1217,"EQT has completed its exit from Salcomp , a Finnish company that makes mobile phone chargers , by selling its remaining stake to Swedish investment group Nordstjernan for about ( EURO ) 35 million ( $ 47 million ) .",eqt has completed its exit from salcomp a finnish company that makes mobile phone chargers by selling its remaining stake to swedish investment group nordstjernan for about euro 35 million 47 million,"['eqt', 'has', 'completed', 'its', 'exit', 'from', 'salcomp', 'a', 'finnish', 'company', 'that', 'makes', 'mobile', 'phone', 'chargers', 'by', 'selling', 'its', 'remaining', 'stake', 'to', 'swedish', 'investment', 'group', 'nordstjernan', 'for', 'about', 'euro', '35', 'million', '47', 'million']",32,neutral
1218,"Even so , Tulikivi emissions are well below some of the strictest state standards including Washington and Colorado .",even so tulikivi emissions are well below some of the strictest state standards including washington and colorado,"['even', 'so', 'tulikivi', 'emissions', 'are', 'well', 'below', 'some', 'of', 'the', 'strictest', 'state', 'standards', 'including', 'washington', 'and', 'colorado']",17,neutral
1219,FCC Chairman Kevin Martin said that fair play required extending the same deregulatory rules to the digital subscriber lines that telecom providers use for broadband networks .,fcc chairman kevin martin said that fair play required extending the same deregulatory rules to the digital subscriber lines that telecom providers use for broadband networks,"['fcc', 'chairman', 'kevin', 'martin', 'said', 'that', 'fair', 'play', 'required', 'extending', 'the', 'same', 'deregulatory', 'rules', 'to', 'the', 'digital', 'subscriber', 'lines', 'that', 'telecom', 'providers', 'use', 'for', 'broadband', 'networks']",26,neutral
1220,"FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily .",financialwire tm in cooperation with the investrend broadcast syndicate also provides complete daily conference call and webcast schedules as a service to shareholders and investors via the firstalert tm networks oefirstalert tm daily,"['financialwire', 'tm', 'in', 'cooperation', 'with', 'the', 'investrend', 'broadcast', 'syndicate', 'also', 'provides', 'complete', 'daily', 'conference', 'call', 'and', 'webcast', 'schedules', 'as', 'a', 'service', 'to', 'shareholders', 'and', 'investors', 'via', 'the', 'firstalert', 'tm', 'networks', 'oefirstalert', 'tm', 'daily']",33,neutral
1221,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) said on Friday ( 27 June ) that it has completed employee negotiations regarding a reorganisation of its operations .,finnish automation solutions developer cencorp corporation omx helsinki cnc1v said on friday 27 june that it has completed employee negotiations regarding a reorganisation of its operations,"['finnish', 'automation', 'solutions', 'developer', 'cencorp', 'corporation', 'omx', 'helsinki', 'cnc1v', 'said', 'on', 'friday', '27', 'june', 'that', 'it', 'has', 'completed', 'employee', 'negotiations', 'regarding', 'a', 'reorganisation', 'of', 'its', 'operations']",26,positive
1222,Finnish consumers prefer to buy the cheapest beer brand .,finnish consumers prefer to buy the cheapest beer brand,"['finnish', 'consumers', 'prefer', 'to', 'buy', 'the', 'cheapest', 'beer', 'brand']",9,neutral
1223,"Finnish engineering and technology company Metso Oyj said on May 27 , 2008 it completed the acquisition of paper machinery technology from Japanese engineering company Mitsubishi Heavy Industries ( MHI ) for an undisclosed sum .",finnish engineering and technology company metso oyj said on may 27 2008 it completed the acquisition of paper machinery technology from japanese engineering company mitsubishi heavy industries mhi for an undisclosed sum,"['finnish', 'engineering', 'and', 'technology', 'company', 'metso', 'oyj', 'said', 'on', 'may', '27', '2008', 'it', 'completed', 'the', 'acquisition', 'of', 'paper', 'machinery', 'technology', 'from', 'japanese', 'engineering', 'company', 'mitsubishi', 'heavy', 'industries', 'mhi', 'for', 'an', 'undisclosed', 'sum']",32,positive
1224,"Finnish holding company Panostaja Oyj said on June 12 , 2007 it has signed a letter of intent to acquire local Lahden Lampokasittely Oy and Heatmasters Oy , active in the heat treatment of metals , for a total 3.1 mln euro ( $ 4.1 mln ) .",finnish holding company panostaja oyj said on june 12 2007 it has signed a letter of intent to acquire local lahden lampokasittely oy and heatmasters oy active in the heat treatment of metals for a total 3 1 mln euro 4 1 mln,"['finnish', 'holding', 'company', 'panostaja', 'oyj', 'said', 'on', 'june', '12', '2007', 'it', 'has', 'signed', 'a', 'letter', 'of', 'intent', 'to', 'acquire', 'local', 'lahden', 'lampokasittely', 'oy', 'and', 'heatmasters', 'oy', 'active', 'in', 'the', 'heat', 'treatment', 'of', 'metals', 'for', 'a', 'total', '3', '1', 'mln', 'euro', '4', '1', 'mln']",43,neutral
1225,Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .,finnish paints and coatings company tikkurila oyj hel tik1v announced today the launch of tikkurila prohouse method for protection of wooden surfaces via treatment with ultra pro waterborne products,"['finnish', 'paints', 'and', 'coatings', 'company', 'tikkurila', 'oyj', 'hel', 'tik1v', 'announced', 'today', 'the', 'launch', 'of', 'tikkurila', 'prohouse', 'method', 'for', 'protection', 'of', 'wooden', 'surfaces', 'via', 'treatment', 'with', 'ultra', 'pro', 'waterborne', 'products']",29,neutral
1226,"Following the registration , the number of issued and outstanding shares of Basware is 12,890,829 .",following the registration the number of issued and outstanding shares of basware is 12 890 829,"['following', 'the', 'registration', 'the', 'number', 'of', 'issued', 'and', 'outstanding', 'shares', 'of', 'basware', 'is', '12', '890', '829']",16,neutral
1227,Fortum had previously bought the state-held stake in TGK-10 from RAO UES during its reform .,fortum had previously bought the state held stake in tgk 10 from rao ues during its reform,"['fortum', 'had', 'previously', 'bought', 'the', 'state', 'held', 'stake', 'in', 'tgk', '10', 'from', 'rao', 'ues', 'during', 'its', 'reform']",17,neutral
1228,"Founded in 1649 , Fiskars has over 360 years of product quality excellence and is Finland 's oldest company .",founded in 1649 fiskars has over 360 years of product quality excellence and is finland s oldest company,"['founded', 'in', '1649', 'fiskars', 'has', 'over', '360', 'years', 'of', 'product', 'quality', 'excellence', 'and', 'is', 'finland', 's', 'oldest', 'company']",18,neutral
1229,"Furthermore , our fully electrically driven cranes are environmentally friendly .",furthermore our fully electrically driven cranes are environmentally friendly,"['furthermore', 'our', 'fully', 'electrically', 'driven', 'cranes', 'are', 'environmentally', 'friendly']",9,positive
1230,GenVec is a biopharmaceutical company developing novel therapeutic drugs and vaccines .,genvec is a biopharmaceutical company developing novel therapeutic drugs and vaccines,"['genvec', 'is', 'a', 'biopharmaceutical', 'company', 'developing', 'novel', 'therapeutic', 'drugs', 'and', 'vaccines']",11,neutral
1231,"GeoSentric 's flagship product is the GyPSii platform , which uses pioneering geo-location software technology to connect people to people , and people to places with new and exciting social community and location-specific services .",geosentric s flagship product is the gypsii platform which uses pioneering geo location software technology to connect people to people and people to places with new and exciting social community and location specific services,"['geosentric', 's', 'flagship', 'product', 'is', 'the', 'gypsii', 'platform', 'which', 'uses', 'pioneering', 'geo', 'location', 'software', 'technology', 'to', 'connect', 'people', 'to', 'people', 'and', 'people', 'to', 'places', 'with', 'new', 'and', 'exciting', 'social', 'community', 'and', 'location', 'specific', 'services']",34,neutral
1232,"Glaston 's well-known brands are Bavelloni , in pre-processing machines and tools , Tamglass and Uniglass , in safety glass machines and Albat + Wirsam in software solutions .",glaston s well known brands are bavelloni in pre processing machines and tools tamglass and uniglass in safety glass machines and albat wirsam in software solutions,"['glaston', 's', 'well', 'known', 'brands', 'are', 'bavelloni', 'in', 'pre', 'processing', 'machines', 'and', 'tools', 'tamglass', 'and', 'uniglass', 'in', 'safety', 'glass', 'machines', 'and', 'albat', 'wirsam', 'in', 'software', 'solutions']",26,neutral
1233,"Glaston 's well-known brands are Bavelloni , in pre-processing machines and tools , Tamglass and Uniglass in safety glass machines and Albat + Wirsam in software solutions .",glaston s well known brands are bavelloni in pre processing machines and tools tamglass and uniglass in safety glass machines and albat wirsam in software solutions,"['glaston', 's', 'well', 'known', 'brands', 'are', 'bavelloni', 'in', 'pre', 'processing', 'machines', 'and', 'tools', 'tamglass', 'and', 'uniglass', 'in', 'safety', 'glass', 'machines', 'and', 'albat', 'wirsam', 'in', 'software', 'solutions']",26,neutral
